,satisfaccion,desempeño,numero proyectos,promedio horas mes,tiempo en empresa,accidente laboral,retiro,Ascenso,Departamento,salario
8689,0.61,0.7,4,175,3,1,0,0,sistemas,medio
8690,0.4,0.79,5,181,5,0,0,0,sistemas,medio
8691,0.49,0.57,3,157,3,0,0,0,sistemas,medio
8692,0.95,0.75,3,247,2,0,0,0,calidad,medio
8693,0.85,1.0,5,244,2,0,0,0,calidad,medio
8694,0.24,0.39,4,152,5,0,0,0,calidad,alto
8695,0.85,0.99,5,176,4,0,0,0,calidad,bajo
8696,0.99,0.98,5,241,2,0,0,0,sistemas,medio
8697,0.49,0.49,4,240,2,0,0,0,i+d,medio
8698,0.56,0.73,3,226,3,0,0,0,i+d,medio
8699,0.65,0.66,6,240,4,0,0,0,i+d,medio
8700,0.62,0.68,3,253,5,1,0,0,i+d,bajo
8701,0.78,0.68,4,174,3,1,0,0,i+d,bajo
8702,0.54,0.7,3,213,2,0,0,0,publicidad,bajo
8703,0.61,0.77,4,195,2,0,0,0,ventas,bajo
8704,0.49,0.99,6,230,4,0,0,0,finanzas,bajo
8705,0.29,0.85,2,248,6,1,0,0,mantenimiento,bajo
8706,0.64,0.79,4,274,2,1,0,0,,bajo
8707,0.93,0.94,4,217,2,0,0,0,gerencia y admon,bajo
8708,0.16,0.66,6,229,6,0,0,0,publicidad,bajo
8709,0.68,0.85,5,173,3,0,0,0,publicidad,bajo
8710,0.71,0.8,2,146,4,0,0,0,publicidad,bajo
8711,0.62,0.82,5,151,5,0,0,0,ventas,bajo
8712,0.74,0.75,2,137,3,1,0,0,ventas,bajo
8713,0.81,0.5,3,198,3,0,0,0,ventas,bajo
8714,0.2,0.82,4,190,5,0,0,0,ventas,bajo
8715,0.51,0.91,4,206,3,0,0,0,ventas,bajo
8716,0.55,0.99,4,238,3,0,0,0,ventas,bajo
8717,0.45,0.41,3,193,2,1,0,0,ventas,bajo
8718,0.91,0.61,4,176,3,0,0,0,ventas,bajo
8719,0.73,0.59,6,121,5,0,0,0,ventas,bajo
8720,0.98,0.88,4,145,2,0,0,0,ventas,bajo
8721,0.62,0.65,4,212,3,1,0,0,ventas,medio
8722,0.57,0.62,3,198,4,0,0,0,ventas,medio
8723,0.99,0.57,3,189,4,1,0,0,ventas,medio
8724,0.82,0.68,2,200,3,0,0,0,ventas,medio
8725,0.24,0.81,4,217,5,0,0,0,ventas,medio
8726,0.84,0.73,5,245,3,0,0,0,ventas,medio
8727,0.9,0.55,3,260,3,0,0,0,ventas,medio
8728,0.13,0.73,5,206,5,0,0,0,ventas,medio
8729,0.6,0.67,3,249,2,0,0,0,ventas,medio
8730,0.72,0.87,4,154,2,1,0,0,finanzas,medio
8731,0.68,0.61,4,147,3,0,0,0,finanzas,medio
8732,0.51,0.72,3,148,2,0,0,0,finanzas,medio
8733,0.74,0.58,3,220,2,0,0,0,rr.hh.,alto
8734,0.86,0.73,3,241,3,0,0,0,rr.hh.,bajo
8735,0.85,0.51,3,242,3,0,0,0,rr.hh.,medio
8736,0.63,0.85,2,156,3,1,0,0,rr.hh.,medio
8737,0.74,0.87,3,155,3,0,0,0,,medio
8738,0.6,0.5,3,211,3,0,0,0,,medio
8739,0.69,0.82,4,137,2,1,0,0,,bajo
8740,0.56,0.96,2,269,2,0,0,0,,bajo
8741,0.5,0.67,2,142,3,0,0,0,,bajo
8742,0.84,0.5,5,267,2,0,0,0,,bajo
8743,0.93,0.48,5,134,6,0,0,0,,bajo
8744,0.12,0.5,5,287,4,0,0,0,,bajo
8745,0.52,0.58,4,134,3,0,0,0,,bajo
8746,0.6,0.54,3,185,2,0,0,0,,bajo
8747,0.71,1.0,3,181,4,0,0,0,,medio
8748,0.21,0.81,5,169,4,0,0,0,mantenimiento,medio
8749,0.15,0.84,3,201,6,0,0,0,mantenimiento,medio
8750,0.38,0.55,2,215,6,0,0,0,mantenimiento,medio
8751,0.27,0.86,3,222,5,0,0,0,mantenimiento,medio
8752,0.86,0.64,4,137,2,0,0,0,mantenimiento,medio
8753,0.17,0.52,6,176,5,0,0,0,mantenimiento,medio
8754,0.66,0.69,3,257,2,0,0,0,mantenimiento,medio
8755,0.95,0.51,3,224,4,0,0,0,mantenimiento,medio
8756,0.59,0.92,5,226,3,0,0,0,mantenimiento,medio
8757,0.49,0.61,5,196,3,0,0,0,mantenimiento,medio
8758,0.9,0.88,5,256,4,0,0,0,mantenimiento,medio
8759,0.98,0.81,3,153,4,0,0,0,,medio
8760,0.52,1.0,4,221,3,0,0,0,,medio
8761,0.12,0.95,3,236,3,0,0,0,,medio
8762,0.91,0.67,5,137,3,0,0,0,gerencia y admon,medio
8763,0.99,0.62,4,256,2,0,0,0,sistemas,medio
8764,0.49,0.8,4,161,2,0,0,0,sistemas,medio
8765,0.92,0.51,4,167,3,1,0,0,sistemas,medio
8766,0.21,0.84,3,194,2,0,0,0,sistemas,medio
8767,0.89,0.9,3,231,3,0,0,0,sistemas,medio
8768,0.84,0.81,4,152,2,1,0,0,calidad,medio
8769,0.72,0.68,3,150,3,1,0,0,calidad,medio
8770,0.57,0.46,3,207,3,0,0,0,calidad,medio
8771,0.9,0.69,4,172,3,0,0,0,calidad,medio
8772,0.59,0.75,2,273,2,0,0,0,sistemas,alto
8773,0.97,0.69,4,134,3,0,0,0,i+d,alto
8774,0.56,0.85,3,109,2,0,0,0,i+d,alto
8775,0.78,0.59,4,124,3,1,0,0,i+d,alto
8776,0.64,0.72,4,253,4,0,0,0,i+d,alto
8777,0.58,0.9,5,224,3,0,0,0,i+d,alto
8778,0.68,0.58,3,217,2,0,0,0,publicidad,alto
8779,0.82,0.73,3,148,4,0,0,0,ventas,alto
8780,0.83,0.78,5,240,3,0,0,0,finanzas,alto
8781,0.49,0.49,2,226,3,0,0,0,mantenimiento,alto
8782,0.57,0.95,4,176,3,0,0,0,,alto
8783,0.66,0.93,4,248,3,0,0,0,gerencia y admon,alto
8784,0.78,0.6,2,206,2,0,0,0,publicidad,bajo
8785,0.55,0.8,3,192,3,1,0,0,publicidad,bajo
8786,0.98,0.62,3,140,4,0,0,0,publicidad,bajo
8787,0.89,0.51,4,141,3,0,0,0,ventas,bajo
8788,0.67,0.83,3,220,3,0,0,0,ventas,bajo
8789,1.0,0.49,4,140,3,0,0,0,ventas,bajo
8790,0.67,0.44,4,194,2,1,0,0,ventas,bajo
8791,0.2,0.98,2,228,3,0,0,0,ventas,bajo
8792,0.71,0.87,4,238,3,0,0,0,ventas,bajo
8793,0.65,0.91,3,207,3,0,0,0,ventas,bajo
8794,0.82,0.82,4,164,2,0,0,0,ventas,bajo
8795,0.48,0.89,3,224,3,0,0,0,ventas,bajo
8796,0.96,0.9,4,201,3,0,0,0,ventas,bajo
8797,0.52,0.63,3,171,2,0,0,0,ventas,bajo
8798,0.24,0.78,5,131,5,0,0,0,ventas,bajo
8799,0.92,0.95,6,239,4,0,0,0,ventas,medio
8800,0.66,0.89,3,202,3,1,0,0,ventas,medio
8801,0.93,0.68,3,137,3,1,0,0,ventas,medio
8802,0.77,0.59,4,153,3,0,0,0,ventas,medio
8803,0.6,0.48,4,219,4,1,0,0,ventas,medio
8804,0.78,0.49,3,194,3,1,0,0,ventas,medio
8805,0.6,0.53,4,228,3,0,0,0,ventas,medio
8806,0.31,1.0,4,177,5,0,0,0,finanzas,medio
8807,0.49,0.68,3,181,3,0,0,0,finanzas,medio
8808,0.33,0.95,4,280,3,0,0,0,finanzas,medio
8809,0.76,0.91,3,133,2,0,0,0,rr.hh.,medio
8810,0.65,0.63,3,237,3,0,0,0,rr.hh.,medio
8811,0.88,0.75,5,152,3,0,0,0,rr.hh.,alto
8812,0.52,0.92,5,280,6,1,0,0,rr.hh.,alto
8813,0.48,0.5,6,253,4,0,0,0,,alto
8814,0.2,0.59,5,105,4,0,0,0,,alto
8815,0.93,0.84,3,159,3,0,0,0,,alto
8816,0.55,0.92,4,257,2,0,0,0,,alto
8817,0.73,0.64,3,202,4,0,0,0,,alto
8818,0.57,0.56,3,241,3,0,0,0,,alto
8819,0.63,0.8,3,267,3,0,0,0,,bajo
8820,0.23,0.88,4,175,6,0,0,0,,bajo
8821,0.93,0.53,3,257,2,1,0,0,,bajo
8822,0.78,0.86,4,240,3,0,0,0,,bajo
8823,0.75,0.73,5,181,3,1,0,0,,bajo
8824,0.61,0.82,3,271,3,0,0,0,mantenimiento,bajo
8825,0.36,0.97,5,151,3,0,0,0,mantenimiento,bajo
8826,0.59,0.67,2,168,3,0,0,0,mantenimiento,bajo
8827,0.78,0.63,4,265,3,0,0,0,mantenimiento,medio
8828,0.93,0.53,5,204,2,0,0,0,mantenimiento,medio
8829,0.67,0.72,4,223,3,0,0,0,mantenimiento,medio
8830,0.52,0.63,4,136,2,0,0,0,mantenimiento,medio
8831,0.69,0.95,5,184,2,0,0,0,mantenimiento,medio
8832,0.25,0.8,5,186,4,1,0,0,mantenimiento,medio
8833,0.4,0.43,3,128,3,0,0,0,mantenimiento,medio
8834,0.98,0.83,5,211,3,0,0,0,mantenimiento,medio
8835,0.92,0.89,4,236,4,1,0,0,,medio
8836,0.57,0.98,3,214,2,0,0,0,,medio
8837,0.81,0.52,4,274,3,0,0,0,,medio
8838,0.56,0.67,5,165,3,1,0,0,gerencia y admon,medio
8839,0.86,0.71,5,235,4,0,0,0,sistemas,medio
8840,0.74,0.9,4,189,2,0,0,0,sistemas,medio
8841,0.57,0.61,3,112,5,0,0,0,sistemas,medio
8842,0.9,0.64,3,163,3,0,0,0,sistemas,medio
8843,0.8,0.57,3,162,2,0,0,0,sistemas,medio
8844,0.22,0.8,4,149,5,0,0,0,calidad,medio
8845,0.73,0.84,4,238,2,0,0,0,calidad,medio
8846,0.48,0.47,3,160,3,0,0,0,calidad,medio
8847,0.52,0.94,3,263,3,0,0,0,calidad,medio
8848,0.53,0.71,4,271,3,0,0,0,sistemas,medio
8849,0.97,0.48,4,221,3,0,0,0,i+d,medio
8850,0.97,0.54,3,255,2,1,0,0,i+d,alto
8851,0.54,0.88,4,170,4,0,0,0,i+d,bajo
8852,0.99,0.7,4,190,4,1,0,0,i+d,medio
8853,0.79,0.76,4,216,4,0,0,0,i+d,medio
8854,0.71,0.54,3,249,3,0,0,0,publicidad,medio
8855,0.82,0.76,3,174,3,0,0,0,ventas,medio
8856,0.6,0.7,4,265,4,1,0,0,finanzas,medio
8857,0.17,0.88,2,206,4,0,0,0,mantenimiento,medio
8858,0.73,0.6,4,222,3,0,0,0,,medio
8859,0.69,0.54,5,152,3,1,0,0,gerencia y admon,medio
8860,0.86,0.61,4,221,2,0,0,0,publicidad,medio
8861,0.67,0.55,5,239,2,0,0,0,publicidad,medio
8862,0.25,0.96,6,217,4,0,0,0,publicidad,bajo
8863,0.65,0.66,3,164,2,0,0,0,ventas,bajo
8864,0.81,0.56,3,142,3,0,0,0,ventas,bajo
8865,0.58,0.53,4,181,3,1,0,0,ventas,bajo
8866,0.14,0.57,4,207,5,0,0,0,ventas,bajo
8867,0.15,0.37,2,167,3,0,0,0,ventas,bajo
8868,0.98,0.51,3,243,2,0,0,0,ventas,bajo
8869,0.91,0.5,4,231,3,0,0,0,ventas,alto
8870,0.86,0.71,4,250,3,1,0,0,ventas,bajo
8871,0.56,0.63,3,145,2,0,0,0,ventas,alto
8872,0.58,0.77,4,190,6,0,0,0,ventas,alto
8873,0.54,0.64,2,128,2,0,0,0,ventas,bajo
8874,0.59,0.99,5,254,3,1,0,0,ventas,bajo
8875,0.92,0.88,3,145,4,1,0,0,ventas,alto
8876,0.82,0.8,4,246,3,0,0,0,ventas,bajo
8877,0.86,0.68,5,246,2,0,0,0,ventas,medio
8878,0.66,0.77,5,236,3,0,0,0,ventas,alto
8879,0.85,0.66,3,234,3,0,0,0,ventas,medio
8880,0.8,0.6,3,247,2,0,0,0,ventas,medio
8881,0.99,0.61,3,154,3,0,0,0,ventas,medio
8882,0.25,0.45,3,228,5,0,0,0,finanzas,medio
8883,0.93,0.99,4,209,3,1,0,0,finanzas,alto
8884,0.5,0.54,5,173,2,0,0,0,finanzas,medio
8885,0.68,0.71,4,206,2,0,0,0,rr.hh.,medio
8886,0.62,0.87,3,151,2,1,0,0,rr.hh.,medio
8887,0.99,0.54,4,196,4,1,0,0,rr.hh.,alto
8888,0.93,0.52,3,229,2,1,0,0,rr.hh.,medio
8889,0.2,0.75,3,235,4,0,0,0,,alto
8890,0.58,0.61,4,200,3,0,0,0,,bajo
8891,0.94,0.76,4,261,6,0,0,0,,medio
8892,0.18,0.54,4,165,3,0,0,0,,medio
8893,0.18,0.62,3,165,4,0,0,0,,medio
8894,0.7,0.74,5,255,2,0,0,0,,medio
8895,0.93,0.92,5,185,5,0,0,0,,bajo
8896,0.5,0.76,4,229,3,1,0,0,,bajo
8897,0.54,0.71,3,153,3,0,0,0,,bajo
8898,0.74,0.63,4,238,2,0,0,0,,bajo
8899,0.66,0.67,3,199,2,0,0,0,,bajo
8900,0.61,0.87,3,185,2,1,0,0,mantenimiento,bajo
8901,0.74,0.98,3,196,6,1,0,0,mantenimiento,bajo
8902,0.48,0.51,4,201,4,0,0,0,mantenimiento,bajo
8903,0.65,0.84,3,189,2,1,0,0,mantenimiento,bajo
8904,0.94,0.49,2,250,5,0,0,0,mantenimiento,bajo
8905,0.91,0.79,4,254,2,0,0,0,mantenimiento,alto
8906,0.87,0.65,3,212,3,1,0,0,mantenimiento,bajo
8907,0.23,0.79,5,196,5,1,0,0,mantenimiento,bajo
8908,0.4,0.73,4,146,3,0,0,0,mantenimiento,bajo
8909,0.68,0.85,3,250,3,0,0,0,mantenimiento,bajo
8910,0.95,0.88,3,266,2,1,0,0,mantenimiento,alto
8911,0.63,0.96,4,133,2,0,0,0,,bajo
8912,0.47,0.53,4,181,3,0,0,0,,bajo
8913,0.2,0.5,6,282,6,1,0,0,,bajo
8914,0.72,0.84,2,173,2,1,0,0,gerencia y admon,alto
8915,0.56,0.57,5,237,2,0,0,0,sistemas,bajo
8916,0.7,0.74,3,202,2,0,0,0,sistemas,medio
8917,0.59,0.82,3,162,2,0,0,0,sistemas,alto
8918,0.78,0.96,3,248,3,0,0,0,sistemas,medio
8919,0.62,0.64,3,165,3,0,0,0,sistemas,alto
8920,0.71,0.61,2,216,2,0,0,0,calidad,medio
8921,0.72,0.45,4,143,6,0,0,0,calidad,medio
8922,0.76,0.77,3,254,3,0,0,0,calidad,medio
8923,0.83,0.56,3,186,3,0,0,0,calidad,medio
8924,0.92,0.99,4,245,4,0,0,0,sistemas,medio
8925,0.67,0.77,3,157,3,0,0,0,i+d,medio
8926,0.56,0.45,3,184,3,0,0,0,i+d,medio
8927,0.91,0.63,4,210,3,0,0,0,i+d,medio
8928,0.56,0.86,4,137,2,1,0,0,i+d,alto
8929,0.72,0.95,3,145,2,0,0,0,i+d,bajo
8930,0.56,0.86,4,181,3,0,0,0,publicidad,medio
8931,0.92,0.56,3,174,3,0,0,0,ventas,medio
8932,0.74,0.88,5,183,3,1,0,0,finanzas,medio
8933,0.88,0.84,4,171,4,1,0,0,mantenimiento,medio
8934,0.69,0.72,2,190,2,0,0,0,,medio
8935,0.87,0.78,4,142,3,0,0,0,gerencia y admon,medio
8936,0.98,0.5,3,198,3,0,0,0,publicidad,medio
8937,0.9,0.61,3,185,3,0,0,0,publicidad,medio
8938,0.49,0.87,4,171,3,1,0,0,publicidad,medio
8939,0.78,0.57,4,264,3,0,0,0,ventas,alto
8940,0.58,0.98,3,175,3,0,0,0,ventas,bajo
8941,0.91,0.88,5,210,2,1,0,0,ventas,bajo
8942,0.92,0.75,4,212,3,0,0,0,ventas,bajo
8943,0.36,0.66,4,97,2,0,0,0,ventas,alto
8944,0.55,0.53,4,214,3,0,0,0,ventas,bajo
8945,0.95,0.96,4,244,3,0,0,0,ventas,bajo
8946,0.5,0.67,3,246,3,0,0,0,ventas,bajo
8947,0.42,0.73,3,115,6,0,0,0,ventas,alto
8948,0.75,0.68,3,237,5,0,0,0,ventas,bajo
8949,0.88,0.7,4,146,4,0,0,0,ventas,bajo
8950,0.53,0.63,5,159,4,0,0,0,ventas,bajo
8951,0.84,0.4,4,246,3,0,0,0,ventas,bajo
8952,0.49,0.93,3,226,3,0,0,0,ventas,bajo
8953,0.71,0.91,3,261,3,0,0,0,ventas,bajo
8954,0.83,0.64,4,242,2,0,0,0,ventas,bajo
8955,0.88,0.93,4,177,3,0,0,0,ventas,medio
8956,0.87,0.53,4,144,3,0,0,0,ventas,medio
8957,0.43,0.82,2,221,5,0,0,0,ventas,medio
8958,0.8,0.9,5,265,3,0,0,0,finanzas,medio
8959,0.32,0.67,5,224,4,1,0,0,finanzas,medio
8960,0.77,0.56,3,167,4,0,0,0,finanzas,medio
8961,0.97,0.77,3,245,3,0,0,0,rr.hh.,medio
8962,0.98,0.63,4,232,2,0,0,0,rr.hh.,medio
8963,0.62,0.64,5,229,2,0,0,0,rr.hh.,medio
8964,0.53,0.94,4,128,6,0,0,0,rr.hh.,medio
8965,0.93,0.49,3,211,2,0,0,0,,medio
8966,0.51,0.91,4,194,2,0,0,0,,medio
8967,0.76,0.76,4,214,3,0,0,0,,alto
8968,0.69,0.89,3,216,4,0,0,0,,bajo
8969,0.58,0.6,4,222,3,0,0,0,,medio
8970,0.98,0.77,4,144,4,0,0,0,,medio
8971,0.58,0.54,3,287,6,0,0,0,,medio
8972,0.57,0.97,4,224,4,0,0,0,,medio
8973,0.84,0.79,4,157,4,0,0,0,,bajo
8974,0.15,0.67,5,216,6,0,0,0,,bajo
8975,0.88,0.72,5,181,4,0,0,0,,bajo
8976,0.69,0.99,3,133,3,0,0,0,mantenimiento,bajo
8977,0.56,0.84,5,154,2,1,0,0,mantenimiento,bajo
8978,0.49,0.58,3,265,3,0,0,0,mantenimiento,bajo
8979,0.4,0.45,4,113,3,0,0,0,mantenimiento,bajo
8980,0.67,0.36,3,280,4,0,0,0,mantenimiento,bajo
8981,0.79,0.5,3,213,3,1,0,0,mantenimiento,bajo
8982,0.47,0.44,5,255,5,1,0,0,mantenimiento,bajo
8983,0.82,0.54,3,243,4,0,0,0,mantenimiento,bajo
8984,0.82,0.87,3,206,2,0,0,0,mantenimiento,bajo
8985,0.63,0.57,5,149,3,0,0,0,mantenimiento,bajo
8986,0.91,0.53,2,273,3,0,0,0,mantenimiento,bajo
8987,0.89,1.0,4,226,2,1,0,0,,bajo
8988,0.96,0.93,3,238,2,0,0,0,,bajo
8989,0.83,0.72,2,226,3,0,0,0,,bajo
8990,0.75,0.92,3,199,3,1,0,0,gerencia y admon,bajo
8991,0.75,0.82,5,202,3,1,0,0,sistemas,bajo
8992,0.41,0.69,2,152,4,1,0,0,sistemas,bajo
8993,0.96,0.94,3,167,3,0,0,0,sistemas,bajo
8994,0.58,0.79,4,130,3,0,0,0,sistemas,medio
8995,0.74,0.89,3,229,3,0,0,0,sistemas,medio
8996,0.78,0.74,4,261,3,1,0,0,calidad,medio
8997,0.5,0.72,3,182,2,1,0,0,calidad,medio
8998,1.0,0.52,4,198,3,0,0,0,calidad,medio
8999,0.85,0.91,3,244,3,0,0,0,calidad,medio
9000,0.82,0.89,4,275,3,0,0,0,sistemas,medio
9001,0.19,0.81,5,245,5,0,0,0,i+d,medio
9002,0.9,0.9,3,147,3,1,0,0,i+d,medio
9003,0.59,1.0,4,275,3,0,0,0,i+d,medio
9004,0.53,0.46,2,167,2,0,0,0,i+d,medio
9005,0.57,0.5,5,149,5,1,0,0,i+d,medio
9006,0.85,0.99,4,233,2,0,0,0,publicidad,alto
9007,0.64,0.67,5,167,2,0,0,0,ventas,bajo
9008,0.57,0.54,3,159,3,1,0,0,finanzas,medio
9009,0.86,0.85,2,195,4,0,0,0,mantenimiento,medio
9010,0.6,0.7,5,229,2,0,0,0,,medio
9011,0.17,0.76,4,199,5,0,0,0,gerencia y admon,medio
9012,0.54,0.63,3,174,3,0,0,0,publicidad,bajo
9013,0.35,0.78,5,275,4,0,0,0,publicidad,bajo
9014,0.92,0.77,5,217,4,0,0,0,publicidad,bajo
9015,0.66,1.0,4,192,2,0,0,0,ventas,bajo
9016,0.83,0.9,4,195,3,0,0,0,ventas,bajo
9017,0.89,0.86,3,261,4,0,0,0,ventas,bajo
9018,0.94,0.61,4,199,3,0,0,0,ventas,bajo
9019,0.24,0.85,4,160,5,0,0,0,ventas,bajo
9020,0.69,0.8,3,177,4,0,0,0,ventas,bajo
9021,0.45,0.46,3,179,2,1,0,0,ventas,bajo
9022,0.78,0.93,4,161,3,0,0,0,ventas,bajo
9023,0.91,0.38,5,279,5,0,0,0,ventas,bajo
9024,0.63,0.65,4,246,6,1,0,0,ventas,bajo
9025,0.71,0.8,4,199,2,0,0,0,ventas,bajo
9026,0.73,0.69,3,161,3,0,0,0,ventas,bajo
9027,0.69,0.52,5,219,3,0,0,0,ventas,bajo
9028,0.52,0.57,5,162,3,0,0,0,ventas,bajo
9029,0.78,0.66,4,258,3,0,0,0,ventas,bajo
9030,0.94,0.69,3,269,3,0,0,0,ventas,bajo
9031,0.55,0.73,4,201,3,0,0,0,ventas,bajo
9032,0.43,0.38,2,278,3,1,0,0,ventas,bajo
9033,0.77,0.66,3,147,2,0,0,0,ventas,medio
9034,0.59,0.8,5,247,3,0,0,0,finanzas,medio
9035,0.65,0.54,4,191,4,0,0,0,finanzas,medio
9036,0.82,0.37,2,280,3,0,0,0,finanzas,medio
9037,0.31,0.72,2,191,3,0,0,0,rr.hh.,medio
9038,0.84,0.65,4,264,2,0,0,0,rr.hh.,medio
9039,0.15,0.4,3,236,5,0,0,0,rr.hh.,medio
9040,0.64,0.52,4,271,2,1,0,0,rr.hh.,medio
9041,0.48,0.63,5,129,5,0,0,0,,medio
9042,0.82,0.58,4,249,5,0,0,0,,medio
9043,0.99,0.54,3,188,3,0,0,0,,medio
9044,0.8,0.52,3,147,3,1,0,0,,medio
9045,0.94,0.92,3,273,3,0,0,0,,alto
9046,0.94,0.81,4,237,3,1,0,0,,bajo
9047,0.77,0.79,3,273,2,0,0,0,,medio
9048,0.48,0.54,3,190,3,0,0,0,,medio
9049,0.62,0.68,3,226,3,0,0,0,,medio
9050,0.61,0.9,4,216,3,0,0,0,,medio
9051,0.27,0.6,6,205,5,1,0,0,,bajo
9052,0.89,0.65,3,208,2,0,0,0,mantenimiento,bajo
9053,0.58,0.81,4,266,2,0,0,0,mantenimiento,bajo
9054,0.64,0.77,3,249,2,1,0,0,mantenimiento,bajo
9055,0.73,0.88,5,134,2,1,0,0,mantenimiento,bajo
9056,0.74,0.85,2,189,3,0,0,0,mantenimiento,bajo
9057,0.75,0.82,4,143,2,0,0,0,mantenimiento,bajo
9058,0.78,0.84,4,173,3,0,0,0,mantenimiento,bajo
9059,0.18,0.95,6,248,3,0,0,0,mantenimiento,bajo
9060,0.8,0.84,3,186,6,0,0,0,mantenimiento,bajo
9061,0.89,0.64,5,191,3,0,0,0,mantenimiento,bajo
9062,0.84,0.5,3,227,2,0,0,0,mantenimiento,bajo
9063,0.64,0.38,2,269,5,0,0,0,,bajo
9064,0.53,0.82,3,254,3,1,0,0,,bajo
9065,0.15,0.66,4,180,4,0,0,0,,bajo
9066,0.66,0.62,3,144,3,0,0,0,gerencia y admon,bajo
9067,0.49,0.78,5,137,3,1,0,0,sistemas,bajo
9068,0.78,0.72,3,223,4,0,0,0,sistemas,bajo
9069,0.39,0.75,5,286,5,0,0,0,sistemas,bajo
9070,0.9,0.83,3,151,3,0,0,0,sistemas,bajo
9071,0.96,0.74,5,244,2,1,0,0,sistemas,bajo
9072,0.63,0.81,4,216,4,0,0,0,calidad,medio
9073,0.63,0.74,4,173,3,0,0,0,calidad,medio
9074,0.89,0.81,3,186,3,0,0,0,calidad,medio
9075,0.93,0.57,2,205,4,1,0,0,calidad,medio
9076,0.87,0.59,4,202,3,0,0,0,sistemas,medio
9077,0.56,0.53,3,189,3,0,0,0,i+d,medio
9078,0.97,0.55,4,181,5,1,0,0,i+d,medio
9079,0.61,0.51,3,207,3,0,0,0,i+d,medio
9080,0.73,0.46,4,240,4,1,0,0,i+d,medio
9081,0.61,0.69,2,164,2,0,0,0,i+d,medio
9082,0.99,0.71,4,212,2,0,0,0,publicidad,medio
9083,0.57,0.75,4,151,2,0,0,0,ventas,medio
9084,0.74,0.96,4,197,3,0,0,0,finanzas,alto
9085,0.86,0.61,5,265,3,0,0,0,mantenimiento,bajo
9086,0.68,0.72,4,274,3,0,0,0,,medio
9087,0.66,0.63,3,201,4,0,0,0,gerencia y admon,medio
9088,0.86,0.89,3,250,2,0,0,0,publicidad,medio
9089,0.85,0.78,3,165,4,0,0,0,publicidad,medio
9090,0.98,0.53,5,186,3,0,0,0,publicidad,bajo
9091,0.14,0.73,5,273,4,1,0,0,ventas,bajo
9092,0.2,0.54,5,162,6,0,0,0,ventas,bajo
9093,0.9,0.97,3,141,3,0,0,0,ventas,bajo
9094,0.51,0.96,5,268,4,0,0,0,ventas,bajo
9095,0.63,0.77,3,176,2,1,0,0,ventas,bajo
9096,0.83,0.88,3,223,3,1,0,0,ventas,bajo
9097,0.67,0.72,4,218,2,1,0,0,ventas,bajo
9098,0.96,0.52,4,228,3,0,0,0,ventas,bajo
9099,0.69,0.75,3,204,3,0,0,0,ventas,bajo
9100,0.69,0.9,4,148,2,0,0,0,ventas,bajo
9101,0.64,0.94,3,221,2,0,0,0,ventas,bajo
9102,0.62,0.48,4,271,3,0,0,0,ventas,bajo
9103,0.55,0.75,3,191,3,0,0,0,ventas,bajo
9104,0.98,0.51,4,223,2,0,0,0,ventas,bajo
9105,0.83,0.78,5,250,2,1,0,0,ventas,bajo
9106,0.73,0.77,3,230,2,0,0,0,ventas,bajo
9107,0.58,0.86,3,226,2,0,0,0,ventas,bajo
9108,0.52,0.67,4,182,3,0,0,0,ventas,medio
9109,0.91,0.7,3,195,3,0,0,0,ventas,medio
9110,0.72,0.64,3,231,2,0,0,0,finanzas,medio
9111,0.7,0.74,3,224,3,0,0,0,finanzas,medio
9112,0.86,0.92,4,229,4,0,0,0,finanzas,medio
9113,0.82,0.57,2,158,3,1,0,0,rr.hh.,medio
9114,0.83,0.78,4,242,3,1,0,0,rr.hh.,medio
9115,0.99,0.64,3,183,3,0,0,0,rr.hh.,medio
9116,0.88,0.58,5,213,4,0,0,0,rr.hh.,medio
9117,0.68,0.74,4,263,2,1,0,0,,medio
9118,0.9,0.49,3,237,2,0,0,0,,medio
9119,0.59,0.67,6,126,3,0,0,0,,medio
9120,0.76,0.71,6,168,2,0,0,0,,alto
9121,0.23,0.63,5,151,4,1,0,0,,bajo
9122,0.8,0.85,4,239,3,0,0,0,,medio
9123,0.62,0.49,4,174,3,0,0,0,,medio
9124,0.28,0.46,5,277,6,0,0,0,,medio
9125,0.81,0.97,3,133,3,0,0,0,,medio
9126,0.64,0.91,4,150,3,0,0,0,,bajo
9127,0.76,0.6,5,244,3,1,0,0,,bajo
9128,0.79,0.87,3,232,2,0,0,0,mantenimiento,bajo
9129,0.72,0.91,3,267,2,0,0,0,mantenimiento,bajo
9130,0.22,0.59,5,162,2,0,0,0,mantenimiento,bajo
9131,0.18,0.73,5,228,5,0,0,0,mantenimiento,bajo
9132,0.91,0.49,2,180,3,0,0,0,mantenimiento,bajo
9133,0.69,0.63,2,252,3,0,0,0,mantenimiento,bajo
9134,0.91,0.66,5,212,3,0,0,0,mantenimiento,bajo
9135,0.67,0.84,4,224,3,0,0,0,mantenimiento,bajo
9136,0.98,0.62,2,240,3,1,0,0,mantenimiento,bajo
9137,0.69,0.62,4,183,4,0,0,0,mantenimiento,bajo
9138,0.96,0.74,5,160,5,1,0,0,mantenimiento,bajo
9139,0.69,0.68,4,225,3,0,0,0,,bajo
9140,0.65,0.68,3,268,2,1,0,0,,bajo
9141,0.7,0.75,3,221,3,0,0,0,,bajo
